AccNo,Name,ID,Contact,Email,Balance,Type
ACC-BR01-26051,,,,,0,0
ACC-BR01-40111,,,,,0,0
ACC-BR01-33253,,,,,0,0
ACC-BR01-27950,,,,,0,0
ACC-BR01-38138,,,,,0,0
ACC-BR01-42379,,,,,0,0
ACC-BR01-41666,,,,,0,0
ACC-BR01-28958,,,,,0,0
ACC-BR01-34796,,,,,0,0
ACC-BR01-40376,,,,,0,0
ACC-BR01-27006,,,,,0,0
ACC-BR01-42540,,,,,0,0
ACC-BR01-13174,,,,,0,0
ACC-BR01-17934,,,,,0,0
ACC-BR01-27313,,,,,0,0
ACC-BR01-31418,,,,,0,0
ACC-BR01-22029,,,,,0,0
ACC-BR01-38296,,,,,0,0
ACC-BR01-17099,,,,,0,0
ACC-BR01-17311,,,,,0,0
ACC-BR01-26679,,,,,0,0
ACC-BR01-11800,,,,,0,0
ACC-BR01-11914,,,,,0,0
ACC-BR01-39077,,,,,0,0
ACC-BR01-23823,,,,,0,0
ACC-BR01-41089,,,,,0,0
ACC-BR01-29573,,,,,0,0
ACC-BR01-33033,,,,,0,0
ACC-BR01-12997,,,,,0,0
ACC-BR01-33148,,,,,0,0
ACC-BR01-39076,,,,,0,0
ACC-BR01-28671,,,,,0,0
ACC-BR01-21275,,,,,0,0
ACC-BR01-19940,,,,,0,0
ACC-BR01-28325,,,,,0,0
ACC-BR01-37163,,,,,0,0
ACC-BR01-17385,,,,,0,0
ACC-BR01-40777,,,,,0,0
ACC-BR01-26777,,,,,0,0
ACC-BR01-25897,,,,,0,0
ACC-BR01-10138,,,,,0,0
ACC-BR01-12401,,,,,0,0
ACC-BR01-17509,,,,,0,0
ACC-BR01-11782,,,,,0,0
ACC-BR01-36269,,,,,0,0
ACC-BR01-12754,,,,,0,0
ACC-BR01-33602,,,,,0,0
ACC-BR01-11205,,,,,0,0
ACC-BR01-37685,,,,,0,0
ACC-BR01-28185,,,,,0,0
ACC-BR01-12861,,,,,0,0
ACC-BR01-10459,,,,,0,0
ACC-BR01-21337,,,,,0,0
ACC-BR01-16039,,,,,0,0
ACC-BR01-33463,,,,,0,0
ACC-BR01-22195,,,,,0,0
ACC-BR01-10197,,,,,0,0
ACC-BR01-20494,,,,,0,0
ACC-BR01-13030,,,,,0,0
ACC-BR01-31274,,,,,0,0
ACC-BR01-14711,,,,,0,0
ACC-BR01-13977,,,,,0,0
ACC-BR01-18002,,,,,0,0
ACC-BR01-26644,,,,,0,0
ACC-BR01-24738,,,,,0,0
ACC-BR01-21185,,,,,0,0
ACC-BR01-36441,,,,,0,0
ACC-BR01-20918,,,,,0,0
ACC-BR01-21967,,,,,0,0
ACC-BR01-34233,,,,,0,0
ACC-BR01-33451,,,,,0,0
ACC-BR01-24905,,,,,0,0
ACC-BR01-12807,,,,,0,0
ACC-BR01-13795,,,,,0,0
ACC-BR01-27087,,,,,0,0
ACC-BR01-42622,,,,,0,0
ACC-BR01-16234,,,,,0,0
ACC-BR01-41816,,,,,0,0
ACC-BR01-20893,,,,,0,0
ACC-BR01-21236,,,,,0,0
ACC-BR01-39340,,,,,0,0
ACC-BR01-35939,,,,,0,0
ACC-BR01-22466,,,,,0,0
ACC-BR01-18116,,,,,0,0
ACC-BR01-40594,,,,,0,0
ACC-BR01-41479,,,,,0,0
ACC-BR01-16959,,,,,0,0
ACC-BR01-27894,,,,,0,0
ACC-BR01-11897,,,,,0,0
ACC-BR01-19573,,,,,0,0
ACC-BR01-26602,,,,,0,0
ACC-BR01-26632,,,,,0,0
ACC-BR01-15568,,,,,0,0
ACC-BR01-16279,,,,,0,0
ACC-BR01-26859,,,,,0,0
ACC-BR01-36462,,,,,0,0
ACC-BR01-12441,,,,,0,0
ACC-BR01-24456,,,,,0,0
ACC-BR01-14144,,,,,0,0
ACC-BR01-14093,,,,,0,0
ACC-BR01-38124,,,,,0,0
ACC-BR01-29977,,,,,0,0
ACC-BR01-28473,,,,,0,0
ACC-BR01-21951,,,,,0,0
ACC-BR01-39284,,,,,0,0
ACC-BR01-12878,,,,,0,0
ACC-BR01-32765,,,,,0,0
ACC-BR01-26578,,,,,0,0
ACC-BR01-25327,,,,,0,0
ACC-BR01-34526,,,,,0,0
ACC-BR01-41987,,,,,0,0
ACC-BR01-12425,,,,,0,0
ACC-BR01-11186,,,,,0,0
ACC-BR01-17591,,,,,0,0
ACC-BR01-10650,,,,,0,0
ACC-BR01-17818,,,,,0,0
ACC-BR01-13347,,,,,0,0
ACC-BR01-38008,,,,,0,0
ACC-BR01-35682,,,,,0,0
ACC-BR01-27566,,,,,0,0
ACC-BR01-33598,,,,,0,0
ACC-BR01-14837,,,,,0,0
ACC-BR01-22737,,,,,0,0
ACC-BR01-17124,,,,,0,0
ACC-BR01-30481,,,,,0,0
ACC-BR01-10422,,,,,0,0
ACC-BR01-28335,,,,,0,0
ACC-BR01-17230,,,,,0,0
ACC-BR01-42303,,,,,0,0
ACC-BR01-26744,,,,,0,0
ACC-BR01-32666,,,,,0,0
ACC-BR01-35186,,,,,0,0
ACC-BR01-35712,,,,,0,0
ACC-BR01-18859,,,,,0,0
ACC-BR01-27778,,,,,0,0
ACC-BR01-29386,,,,,0,0
ACC-BR01-36895,,,,,0,0
ACC-BR01-27122,,,,,0,0
ACC-BR01-27950,,,,,0,0
ACC-BR01-35396,,,,,0,0
ACC-BR01-21116,,,,,0,0
ACC-BR01-34982,,,,,0,0
ACC-BR01-34997,,,,,0,0
ACC-BR01-17603,,,,,0,0
ACC-BR01-19336,,,,,0,0
ACC-BR01-11091,,,,,0,0
ACC-BR01-24070,,,,,0,0
ACC-BR01-36253,,,,,0,0
ACC-BR01-15947,,,,,0,0
ACC-BR01-37434,,,,,0,0
ACC-BR01-15457,,,,,0,0
ACC-BR01-41755,,,,,0,0
ACC-BR01-30817,,,,,0,0
ACC-BR01-31950,,,,,0,0
ACC-BR01-35803,,,,,0,0
ACC-BR01-17148,,,,,0,0
ACC-BR01-25208,,,,,0,0
ACC-BR01-15927,,,,,0,0
ACC-BR01-34270,,,,,0,0
ACC-BR01-42738,,,,,0,0
ACC-BR01-24788,,,,,0,0
ACC-BR01-41425,,,,,0,0
ACC-BR01-15783,,,,,0,0
ACC-BR01-20772,,,,,0,0
ACC-BR01-33740,,,,,0,0
ACC-BR01-40878,,,,,0,0
ACC-BR01-30918,,,,,0,0
ACC-BR01-10410,,,,,0,0
ACC-BR01-34891,,,,,0,0
ACC-BR01-24848,,,,,0,0
ACC-BR01-22434,,,,,0,0
ACC-BR01-26132,,,,,0,0
ACC-BR01-10319,,,,,0,0
ACC-BR01-38127,,,,,0,0
ACC-BR01-19954,,,,,0,0
ACC-BR01-20451,,,,,0,0
ACC-BR01-15213,,,,,0,0
ACC-BR01-38009,,,,,0,0
ACC-BR01-27461,,,,,0,0
ACC-BR01-18190,,,,,0,0
ACC-BR01-10059,,,,,0,0
ACC-BR01-22413,,,,,0,0
ACC-BR01-29563,,,,,0,0
ACC-BR01-41854,,,,,0,0
ACC-BR01-40996,,,,,0,0
ACC-BR01-14656,,,,,0,0
ACC-BR01-18249,,,,,0,0
ACC-BR01-24722,,,,,0,0
ACC-BR01-14663,,,,,0,0
ACC-BR01-35929,,,,,0,0
ACC-BR01-40121,,,,,0,0
ACC-BR01-39325,,,,,0,0
ACC-BR01-17817,,,,,0,0
ACC-BR01-32724,,,,,0,0
ACC-BR01-34728,,,,,0,0
ACC-BR01-22115,,,,,0,0
ACC-BR01-34831,,,,,0,0
ACC-BR01-21346,,,,,0,0
ACC-BR01-21062,,,,,0,0
ACC-BR01-10143,,,,,0,0
ACC-BR01-13365,,,,,0,0
ACC-BR01-23526,,,,,0,0
ACC-BR01-42393,,,,,0,0
ACC-BR01-37760,,,,,0,0
ACC-BR01-16042,,,,,0,0
ACC-BR01-22522,,,,,0,0
ACC-BR01-33275,,,,,0,0
ACC-BR01-21032,,,,,0,0
ACC-BR01-32161,,,,,0,0
ACC-BR01-37992,,,,,0,0
ACC-BR01-34711,,,,,0,0
ACC-BR01-23083,,,,,0,0
ACC-BR01-39265,,,,,0,0
ACC-BR01-24754,,,,,0,0
ACC-BR01-36592,,,,,0,0
ACC-BR01-15638,,,,,0,0
ACC-BR01-19654,,,,,0,0
ACC-BR01-21387,,,,,0,0
ACC-BR01-37210,,,,,0,0
ACC-BR01-21477,,,,,0,0
ACC-BR01-30142,,,,,0,0
ACC-BR01-24412,,,,,0,0
ACC-BR01-24959,,,,,0,0
ACC-BR01-15244,,,,,0,0
ACC-BR01-30157,,,,,0,0
ACC-BR01-14016,,,,,0,0
ACC-BR01-13275,,,,,0,0
ACC-BR01-41327,,,,,0,0
ACC-BR01-25225,,,,,0,0
ACC-BR01-33031,,,,,0,0
ACC-BR01-30529,,,,,0,0
ACC-BR01-24554,,,,,0,0
ACC-BR01-34334,,,,,0,0
ACC-BR01-24246,,,,,0,0
ACC-BR01-32084,,,,,0,0
ACC-BR01-27338,,,,,0,0
ACC-BR01-12236,,,,,0,0
ACC-BR01-15878,,,,,0,0
ACC-BR01-29454,,,,,0,0
ACC-BR01-35793,,,,,0,0
ACC-BR01-21604,,,,,0,0
ACC-BR01-32609,,,,,0,0
ACC-BR01-10556,,,,,0,0
ACC-BR01-28471,,,,,0,0
ACC-BR01-32463,,,,,0,0
ACC-BR01-27112,,,,,0,0
ACC-BR01-11520,,,,,0,0
ACC-BR01-32803,,,,,0,0
ACC-BR01-36999,,,,,0,0
ACC-BR01-28656,,,,,0,0
ACC-BR01-12366,,,,,0,0
ACC-BR01-38198,,,,,0,0
ACC-BR01-21019,,,,,0,0
ACC-BR01-17280,,,,,0,0
ACC-BR01-17008,,,,,0,0
ACC-BR01-27904,,,,,0,0
ACC-BR01-21424,,,,,0,0
ACC-BR01-15061,,,,,0,0
ACC-BR01-22658,,,,,0,0
ACC-BR01-31369,,,,,0,0
ACC-BR01-40314,,,,,0,0
ACC-BR01-34014,,,,,0,0
ACC-BR01-42487,,,,,0,0
ACC-BR01-33226,,,,,0,0
ACC-BR01-12359,,,,,0,0
ACC-BR01-11712,,,,,0,0
ACC-BR01-17682,,,,,0,0
ACC-BR01-33841,,,,,0,0
ACC-BR01-22005,,,,,0,0
ACC-BR01-29523,,,,,0,0
ACC-BR01-12141,,,,,0,0
ACC-BR01-32033,,,,,0,0
ACC-BR01-16887,,,,,0,0
ACC-BR01-27043,,,,,0,0
ACC-BR01-34421,,,,,0,0
ACC-BR01-28271,,,,,0,0
ACC-BR01-33236,,,,,0,0
ACC-BR01-28528,,,,,0,0
ACC-BR01-11244,,,,,0,0
ACC-BR01-15590,,,,,0,0
ACC-BR01-15783,,,,,0,0
ACC-BR01-29358,,,,,0,0
ACC-BR01-10854,,,,,0,0
ACC-BR01-23748,,,,,0,0
ACC-BR01-18592,,,,,0,0
ACC-BR01-34054,,,,,0,0
ACC-BR01-28108,,,,,0,0
ACC-BR01-20026,,,,,0,0
ACC-BR01-33154,,,,,0,0
ACC-BR01-16467,,,,,0,0
ACC-BR01-19421,,,,,0,0
ACC-BR01-27120,,,,,0,0
ACC-BR01-33571,,,,,0,0
ACC-BR01-31526,,,,,0,0
ACC-BR01-23720,,,,,0,0
ACC-BR01-32127,,,,,0,0
ACC-BR01-42223,,,,,0,0
ACC-BR01-19778,,,,,0,0
ACC-BR01-41747,,,,,0,0
ACC-BR01-14325,,,,,0,0
ACC-BR01-19301,,,,,0,0
ACC-BR01-25633,,,,,0,0
ACC-BR01-34135,,,,,0,0
ACC-BR01-26197,,,,,0,0
ACC-BR01-34969,,,,,0,0
ACC-BR01-10093,,,,,0,0
ACC-BR01-38273,,,,,0,0
ACC-BR01-32788,,,,,0,0
ACC-BR01-36016,,,,,0,0
ACC-BR01-11656,,,,,0,0
ACC-BR01-10739,,,,,0,0
ACC-BR01-33694,,,,,0,0
ACC-BR01-26215,,,,,0,0
ACC-BR01-32773,,,,,0,0
ACC-BR01-17889,,,,,0,0
ACC-BR01-41678,,,,,0,0
ACC-BR01-37772,,,,,0,0
ACC-BR01-12332,,,,,0,0
ACC-BR01-20948,,,,,0,0
ACC-BR01-16249,,,,,0,0
ACC-BR01-24963,,,,,0,0
ACC-BR01-15226,,,,,0,0
ACC-BR01-42026,,,,,0,0
ACC-BR01-14308,,,,,0,0
ACC-BR01-40387,,,,,0,0
ACC-BR01-16415,,,,,0,0
ACC-BR01-22932,,,,,0,0
ACC-BR01-33609,,,,,0,0
ACC-BR01-38487,,,,,0,0
ACC-BR01-33150,,,,,0,0
ACC-BR01-32151,,,,,0,0
ACC-BR01-40535,,,,,0,0
ACC-BR01-27229,,,,,0,0
ACC-BR01-15536,,,,,0,0
ACC-BR01-33548,,,,,0,0
ACC-BR01-18351,,,,,0,0
ACC-BR01-10890,,,,,0,0
ACC-BR01-19714,,,,,0,0
ACC-BR01-36000,,,,,0,0
ACC-BR01-35943,,,,,0,0
ACC-BR01-18852,,,,,0,0
ACC-BR01-41074,,,,,0,0
ACC-BR01-34133,,,,,0,0
ACC-BR01-42123,,,,,0,0
ACC-BR01-23814,,,,,0,0
ACC-BR01-31798,,,,,0,0
ACC-BR01-35071,,,,,0,0
ACC-BR01-40855,,,,,0,0
ACC-BR01-11552,,,,,0,0
ACC-BR01-37173,,,,,0,0
ACC-BR01-40135,,,,,0,0
ACC-BR01-24830,,,,,0,0
ACC-BR01-38388,,,,,0,0
ACC-BR01-24715,,,,,0,0
ACC-BR01-14251,,,,,0,0
ACC-BR01-27814,,,,,0,0
ACC-BR01-14234,,,,,0,0
ACC-BR01-28681,,,,,0,0
ACC-BR01-39676,,,,,0,0
ACC-BR01-33641,,,,,0,0
ACC-BR01-30397,,,,,0,0
ACC-BR01-20147,,,,,0,0
ACC-BR01-31455,,,,,0,0
ACC-BR01-36758,,,,,0,0
ACC-BR01-19740,,,,,0,0
ACC-BR01-26945,,,,,0,0
ACC-BR01-30413,,,,,0,0
ACC-BR01-24942,,,,,0,0
ACC-BR01-27146,,,,,0,0
ACC-BR01-11935,,,,,0,0
ACC-BR01-25107,,,,,0,0
ACC-BR01-15271,,,,,0,0
ACC-BR01-41710,,,,,0,0
ACC-BR01-33901,,,,,0,0
ACC-BR01-23634,,,,,0,0
ACC-BR01-12269,,,,,0,0
ACC-BR01-13252,,,,,0,0
ACC-BR01-35711,,,,,0,0
ACC-BR01-14848,,,,,0,0
ACC-BR01-19292,,,,,0,0
ACC-BR01-20378,,,,,0,0
ACC-BR01-13406,,,,,0,0
ACC-BR01-15589,,,,,0,0
ACC-BR01-37639,,,,,0,0
ACC-BR01-33044,,,,,0,0
ACC-BR01-41925,,,,,0,0
ACC-BR01-40095,,,,,0,0
ACC-BR01-20596,,,,,0,0
ACC-BR01-23273,,,,,0,0
ACC-BR01-26405,,,,,0,0
ACC-BR01-24351,,,,,0,0
ACC-BR01-11806,,,,,0,0
ACC-BR01-30819,,,,,0,0
ACC-BR01-31010,,,,,0,0
ACC-BR01-33066,,,,,0,0
ACC-BR01-41970,,,,,0,0
ACC-BR01-19938,,,,,0,0
ACC-BR01-38419,,,,,0,0
ACC-BR01-28377,,,,,0,0
ACC-BR01-13266,,,,,0,0
ACC-BR01-18778,,,,,0,0
ACC-BR01-24710,,,,,0,0
ACC-BR01-19481,,,,,0,0
ACC-BR01-30229,,,,,0,0
ACC-BR01-17104,,,,,0,0
ACC-BR01-21945,,,,,0,0
ACC-BR01-36139,,,,,0,0
ACC-BR01-30212,,,,,0,0
ACC-BR01-15586,,,,,0,0
ACC-BR01-37410,,,,,0,0
ACC-BR01-24356,,,,,0,0
ACC-BR01-24159,,,,,0,0
ACC-BR01-30012,,,,,0,0
ACC-BR01-26088,,,,,0,0
ACC-BR01-24687,,,,,0,0
ACC-BR01-30166,,,,,0,0
ACC-BR01-17699,,,,,0,0
ACC-BR01-14696,,,,,0,0
ACC-BR01-10567,,,,,0,0
ACC-BR01-27536,,,,,0,0
ACC-BR01-20974,,,,,0,0
ACC-BR01-16818,,,,,0,0
ACC-BR01-42045,,,,,0,0
ACC-BR01-29608,,,,,0,0
ACC-BR01-36232,,,,,0,0
ACC-BR01-34057,,,,,0,0
ACC-BR01-14008,,,,,0,0
ACC-BR01-13227,,,,,0,0
ACC-BR01-34544,,,,,0,0
ACC-BR01-12134,,,,,0,0
ACC-BR01-14704,,,,,0,0
ACC-BR01-32539,,,,,0,0
ACC-BR01-35513,,,,,0,0
ACC-BR01-14069,,,,,0,0
ACC-BR01-16625,,,,,0,0
ACC-BR01-25583,,,,,0,0
ACC-BR01-37770,,,,,0,0
ACC-BR01-20631,,,,,0,0
ACC-BR01-13855,,,,,0,0
ACC-BR01-34577,,,,,0,0
ACC-BR01-35486,,,,,0,0
ACC-BR01-13406,,,,,0,0
ACC-BR01-16044,,,,,0,0
ACC-BR01-20703,,,,,0,0
ACC-BR01-22597,,,,,0,0
ACC-BR01-12820,,,,,0,0
ACC-BR01-30115,,,,,0,0
ACC-BR01-27050,,,,,0,0
ACC-BR01-17506,,,,,0,0
ACC-BR01-38325,,,,,0,0
ACC-BR01-29665,,,,,0,0
ACC-BR01-34362,,,,,0,0
ACC-BR01-42731,,,,,0,0
ACC-BR01-23536,,,,,0,0
ACC-BR01-10391,,,,,0,0
ACC-BR01-33863,,,,,0,0
ACC-BR01-26732,,,,,0,0
ACC-BR01-13994,,,,,0,0
ACC-BR01-33225,,,,,0,0
ACC-BR01-22273,,,,,0,0
ACC-BR01-21124,,,,,0,0
ACC-BR01-24955,,,,,0,0
ACC-BR01-25810,,,,,0,0
ACC-BR01-17290,,,,,0,0
ACC-BR01-12391,,,,,0,0
ACC-BR01-17967,,,,,0,0
ACC-BR01-30430,,,,,0,0
ACC-BR01-28023,,,,,0,0
ACC-BR01-16218,,,,,0,0
ACC-BR01-28998,,,,,0,0
ACC-BR01-13678,,,,,0,0
ACC-BR01-13139,,,,,0,0
ACC-BR01-28474,,,,,0,0
ACC-BR01-22132,,,,,0,0
ACC-BR01-24279,,,,,0,0
ACC-BR01-23324,,,,,0,0
ACC-BR01-29430,,,,,0,0
ACC-BR01-25889,,,,,0,0
ACC-BR01-10947,,,,,0,0
ACC-BR01-36547,,,,,0,0
ACC-BR01-41232,,,,,0,0
ACC-BR01-27883,,,,,0,0
ACC-BR01-21167,,,,,0,0
ACC-BR01-10416,,,,,0,0
ACC-BR01-42015,,,,,0,0
ACC-BR01-21023,,,,,0,0
ACC-BR01-27244,,,,,0,0
ACC-BR01-20540,,,,,0,0
ACC-BR01-31568,,,,,0,0
ACC-BR01-37444,,,,,0,0
ACC-BR01-34974,,,,,0,0
ACC-BR01-26165,,,,,0,0
ACC-BR01-19168,,,,,0,0
ACC-BR01-39056,,,,,0,0
ACC-BR01-16191,,,,,0,0
ACC-BR01-16734,,,,,0,0
ACC-BR01-31908,,,,,0,0
ACC-BR01-25201,,,,,0,0
ACC-BR01-25629,,,,,0,0
ACC-BR01-15084,,,,,0,0
ACC-BR01-12418,,,,,0,0
ACC-BR01-29702,,,,,0,0
ACC-BR01-10584,,,,,0,0
ACC-BR01-35594,,,,,0,0
ACC-BR01-31989,,,,,0,0
ACC-BR01-40098,,,,,0,0
ACC-BR01-34277,,,,,0,0
ACC-BR01-30038,,,,,0,0
ACC-BR01-32653,,,,,0,0
ACC-BR01-35664,,,,,0,0
ACC-BR01-28174,,,,,0,0
ACC-BR01-17762,,,,,0,0
ACC-BR01-15725,,,,,0,0
ACC-BR01-13130,,,,,0,0
ACC-BR01-23536,,,,,0,0
ACC-BR01-39732,,,,,0,0
ACC-BR01-21451,,,,,0,0
ACC-BR01-32896,,,,,0,0
ACC-BR01-10235,,,,,0,0
ACC-BR01-34758,,,,,0,0
ACC-BR01-30835,,,,,0,0
ACC-BR01-23575,,,,,0,0
ACC-BR01-12662,,,,,0,0
ACC-BR01-31110,,,,,0,0
ACC-BR01-19012,,,,,0,0
ACC-BR01-32999,,,,,0,0
ACC-BR01-22264,,,,,0,0
ACC-BR01-30935,,,,,0,0
ACC-BR01-29105,,,,,0,0
ACC-BR01-40957,,,,,0,0
ACC-BR01-16112,,,,,0,0
ACC-BR01-13455,,,,,0,0
ACC-BR01-37185,,,,,0,0
ACC-BR01-21783,,,,,0,0
ACC-BR01-28702,,,,,0,0
ACC-BR01-24183,,,,,0,0
ACC-BR01-34320,,,,,0,0
ACC-BR01-27434,,,,,0,0
ACC-BR01-14871,,,,,0,0
ACC-BR01-22478,,,,,0,0
ACC-BR01-30796,,,,,0,0
ACC-BR01-28895,,,,,0,0
ACC-BR01-28101,,,,,0,0
ACC-BR01-11718,,,,,0,0
ACC-BR01-15289,,,,,0,0
ACC-BR01-40210,,,,,0,0
ACC-BR01-26084,,,,,0,0
ACC-BR01-26117,,,,,0,0
ACC-BR01-32813,,,,,0,0
ACC-BR01-33618,,,,,0,0
ACC-BR01-24455,,,,,0,0
ACC-BR01-39717,,,,,0,0
ACC-BR01-21013,,,,,0,0
ACC-BR01-39012,,,,,0,0
ACC-BR01-41617,,,,,0,0
ACC-BR01-26932,,,,,0,0
ACC-BR01-27374,,,,,0,0
ACC-BR01-34496,,,,,0,0
ACC-BR01-31292,,,,,0,0
ACC-BR01-10806,,,,,0,0
ACC-BR01-20941,,,,,0,0
ACC-BR01-21265,,,,,0,0
ACC-BR01-32150,,,,,0,0
ACC-BR01-33438,,,,,0,0
ACC-BR01-19415,,,,,0,0
ACC-BR01-20665,,,,,0,0
ACC-BR01-10239,,,,,0,0
ACC-BR01-15832,,,,,0,0
ACC-BR01-40138,,,,,0,0
ACC-BR01-26188,,,,,0,0
ACC-BR01-16812,,,,,0,0
ACC-BR01-31427,,,,,0,0
ACC-BR01-38770,,,,,0,0
ACC-BR01-41488,,,,,0,0
ACC-BR01-38951,,,,,0,0
ACC-BR01-10287,,,,,0,0
ACC-BR01-32308,,,,,0,0
ACC-BR01-40579,,,,,0,0
ACC-BR01-34508,,,,,0,0
ACC-BR01-20835,,,,,0,0
ACC-BR01-13191,,,,,0,0
ACC-BR01-14037,,,,,0,0
ACC-BR01-20301,,,,,0,0
ACC-BR01-15001,,,,,0,0
ACC-BR01-14966,,,,,0,0
ACC-BR01-35690,,,,,0,0
ACC-BR01-16943,,,,,0,0
ACC-BR01-19840,,,,,0,0
ACC-BR01-34592,,,,,0,0
ACC-BR01-22105,,,,,0,0
ACC-BR01-14156,,,,,0,0
ACC-BR01-21945,,,,,0,0
ACC-BR01-40760,,,,,0,0
ACC-BR01-36848,,,,,0,0
ACC-BR01-22095,,,,,0,0
ACC-BR01-36187,,,,,0,0
ACC-BR01-35461,,,,,0,0
ACC-BR01-25389,,,,,0,0
ACC-BR01-12091,,,,,0,0
ACC-BR01-31087,,,,,0,0
ACC-BR01-37730,,,,,0,0
ACC-BR01-29254,,,,,0,0
ACC-BR01-41700,,,,,0,0
ACC-BR01-38517,,,,,0,0
ACC-BR01-22335,,,,,0,0
ACC-BR01-27426,,,,,0,0
ACC-BR01-39795,,,,,0,0
ACC-BR01-21725,,,,,0,0
ACC-BR01-10015,,,,,0,0
ACC-BR01-27614,,,,,0,0
ACC-BR01-38119,,,,,0,0
ACC-BR01-25998,,,,,0,0
ACC-BR01-14360,,,,,0,0
ACC-BR01-14154,,,,,0,0
ACC-BR01-30095,,,,,0,0
ACC-BR01-22115,,,,,0,0
ACC-BR01-41943,,,,,0,0
ACC-BR01-14697,,,,,0,0
ACC-BR01-13969,,,,,0,0
ACC-BR01-32425,,,,,0,0
ACC-BR01-14617,,,,,0,0
ACC-BR01-23540,,,,,0,0
ACC-BR01-23654,,,,,0,0
ACC-BR01-15266,,,,,0,0
ACC-BR01-39986,,,,,0,0
ACC-BR01-10967,,,,,0,0
ACC-BR01-16219,,,,,0,0
ACC-BR01-32005,,,,,0,0
ACC-BR01-14218,,,,,0,0
ACC-BR01-18610,,,,,0,0
ACC-BR01-42002,,,,,0,0
ACC-BR01-41340,,,,,0,0
ACC-BR01-31771,,,,,0,0
ACC-BR01-13146,,,,,0,0
ACC-BR01-41983,,,,,0,0
ACC-BR01-41764,,,,,0,0
ACC-BR01-29172,,,,,0,0
ACC-BR01-22614,,,,,0,0
ACC-BR01-26092,,,,,0,0
ACC-BR01-37905,,,,,0,0
ACC-BR01-39097,,,,,0,0
ACC-BR01-31074,,,,,0,0
ACC-BR01-42613,,,,,0,0
ACC-BR01-27335,,,,,0,0
ACC-BR01-38945,,,,,0,0
ACC-BR01-24815,,,,,0,0
ACC-BR01-37004,,,,,0,0
ACC-BR01-40642,,,,,0,0
ACC-BR01-16502,,,,,0,0
ACC-BR01-26273,,,,,0,0
ACC-BR01-26102,,,,,0,0
ACC-BR01-38127,,,,,0,0
ACC-BR01-23321,,,,,0,0
ACC-BR01-17360,,,,,0,0
ACC-BR01-30668,,,,,0,0
ACC-BR01-23600,,,,,0,0
ACC-BR01-19196,,,,,0,0
ACC-BR01-14344,,,,,0,0
ACC-BR01-28411,,,,,0,0
ACC-BR01-14812,,,,,0,0
ACC-BR01-32038,,,,,0,0
ACC-BR01-32137,,,,,0,0
ACC-BR01-25797,,,,,0,0
ACC-BR01-34365,,,,,0,0
ACC-BR01-10546,,,,,0,0
ACC-BR01-36295,,,,,0,0
ACC-BR01-19262,,,,,0,0
ACC-BR01-22801,,,,,0,0
ACC-BR01-25040,,,,,0,0
ACC-BR01-13802,,,,,0,0
ACC-BR01-42447,,,,,0,0
ACC-BR01-34313,,,,,0,0
ACC-BR01-30018,,,,,0,0
ACC-BR01-31567,,,,,0,0
ACC-BR01-37302,,,,,0,0
ACC-BR01-26957,,,,,0,0
ACC-BR01-40416,,,,,0,0
ACC-BR01-20486,,,,,0,0
ACC-BR01-40580,,,,,0,0
ACC-BR01-33782,,,,,0,0
ACC-BR01-33430,,,,,0,0
ACC-BR01-38739,,,,,0,0
ACC-BR01-30366,,,,,0,0
ACC-BR01-26770,,,,,0,0
ACC-BR01-34657,,,,,0,0
ACC-BR01-31277,,,,,0,0
ACC-BR01-22461,,,,,0,0
ACC-BR01-30628,,,,,0,0
ACC-BR01-28117,,,,,0,0
ACC-BR01-35778,,,,,0,0
ACC-BR01-23406,,,,,0,0
ACC-BR01-27681,,,,,0,0
ACC-BR01-17817,,,,,0,0
ACC-BR01-15856,,,,,0,0
ACC-BR01-36755,,,,,0,0
ACC-BR01-14324,,,,,0,0
ACC-BR01-11497,,,,,0,0
ACC-BR01-42445,,,,,0,0
ACC-BR01-24287,,,,,0,0
ACC-BR01-12411,,,,,0,0
ACC-BR01-24851,,,,,0,0
ACC-BR01-36896,,,,,0,0
ACC-BR01-18782,,,,,0,0
ACC-BR01-35591,,,,,0,0
ACC-BR01-40699,,,,,0,0
ACC-BR01-26086,,,,,0,0
ACC-BR01-27883,,,,,0,0
ACC-BR01-10592,,,,,0,0
ACC-BR01-21399,,,,,0,0
ACC-BR01-24782,,,,,0,0
ACC-BR01-23992,,,,,0,0
ACC-BR01-13887,,,,,0,0
ACC-BR01-40052,,,,,0,0
ACC-BR01-36797,,,,,0,0
ACC-BR01-20169,,,,,0,0
ACC-BR01-37331,,,,,0,0
ACC-BR01-38959,,,,,0,0
ACC-BR01-11084,,,,,0,0
ACC-BR01-35449,,,,,0,0
ACC-BR01-36412,,,,,0,0
ACC-BR01-34557,,,,,0,0
ACC-BR01-14917,,,,,0,0
ACC-BR01-15092,,,,,0,0
ACC-BR01-31763,,,,,0,0
ACC-BR01-15140,,,,,0,0
ACC-BR01-34345,,,,,0,0
ACC-BR01-33468,,,,,0,0
ACC-BR01-34528,,,,,0,0
ACC-BR01-22911,,,,,0,0
ACC-BR01-24492,,,,,0,0
ACC-BR01-25892,,,,,0,0
ACC-BR01-24994,,,,,0,0
ACC-BR01-27133,,,,,0,0
ACC-BR01-13111,,,,,0,0
ACC-BR01-32472,,,,,0,0
